date,geo_id,temperature,holiday_flag,competitor_promo
2023-01-08,DMA_051,84.46467116518423,1,0
2023-01-08,DMA_052,100.86572664910199,1,0
2023-01-08,DMA_053,65.54695509811256,1,1
2023-01-08,DMA_054,87.21878760852519,1,0
2023-01-08,DMA_055,86.23834092700848,1,0
2023-01-08,DMA_056,74.86969840512691,1,0
2023-01-08,DMA_057,78.04898371211502,1,0
2023-01-08,DMA_058,82.79978710496897,1,1
2023-01-08,DMA_059,79.7194866662806,1,1
2023-01-08,DMA_060,76.01649563208424,1,0
2023-01-08,DMA_061,81.21735195447123,1,0
2023-01-08,DMA_062,86.09189416890666,1,1
2023-01-08,DMA_063,77.07908956882034,1,0
2023-01-08,DMA_064,87.70814244615067,1,0
2023-01-08,DMA_065,79.2945231959976,1,0
2023-01-08,DMA_066,83.31342697250184,1,0
2023-01-08,DMA_067,80.49351187434503,1,1
2023-01-08,DMA_068,83.59719467449618,1,1
2023-01-08,DMA_069,74.23746132146833,1,1
2023-01-08,DMA_070,76.84190024686346,1,0
2023-01-08,DMA_071,76.54301367945499,1,0
2023-01-08,DMA_072,82.50395284911126,1,0
2023-01-08,DMA_073,71.91208972891216,1,0
2023-01-08,DMA_074,86.0649432080733,1,0
2023-01-08,DMA_075,73.12041003699525,1,0
2023-01-08,DMA_076,84.56675674227438,1,0
2023-01-08,DMA_077,72.21811446091844,1,1
2023-01-08,DMA_078,84.82620250968226,1,0
2023-01-08,DMA_079,80.27347145726984,1,0
2023-01-08,DMA_080,74.5885611043456,1,1
2023-01-08,DMA_081,77.1048452945461,1,0
2023-01-08,DMA_082,80.66846815538544,1,1
2023-01-08,DMA_083,76.7093904603143,1,0
2023-01-08,DMA_084,83.03968007474951,1,0
2023-01-08,DMA_085,86.31459623304283,1,0
2023-01-08,DMA_086,89.0831027755912,1,0
2023-01-08,DMA_087,77.31776890628862,1,1
2023-01-08,DMA_088,86.4934158266069,1,0
2023-01-08,DMA_089,82.15719888257442,1,0
2023-01-08,DMA_090,70.86535421019866,1,0
2023-01-08,DMA_091,72.07410974925979,1,1
2023-01-08,DMA_092,80.92752824515274,1,0
2023-01-08,DMA_093,85.8612790636042,1,0
2023-01-08,DMA_094,86.90434974243155,1,1
2023-01-08,DMA_095,77.06095736824439,1,0
2023-01-08,DMA_096,84.03163026722078,1,0
2023-01-08,DMA_097,72.12184604494456,1,1
2023-01-08,DMA_098,77.13923638790052,1,0
2023-01-08,DMA_099,90.71138231909788,1,0
2023-01-08,DMA_100,74.36783903614503,1,0
2023-01-08,DMA_101,82.43701177013494,1,0
2023-01-08,DMA_102,78.4273588417734,1,0
2023-01-08,DMA_103,86.20194431311478,1,0
2023-01-08,DMA_104,81.43166321684681,1,0
2023-01-08,DMA_105,76.97984647800199,1,0
2023-01-08,DMA_106,73.40040114113924,1,0
2023-01-08,DMA_107,81.15100051433593,1,0
2023-01-08,DMA_108,75.80240116114022,1,0
2023-01-08,DMA_109,81.41664640271311,1,0
2023-01-08,DMA_110,74.37860465747212,1,1
2023-01-08,DMA_111,78.91677226638394,1,0
2023-01-08,DMA_112,72.24695260124793,1,1
2023-01-08,DMA_113,77.2041908675581,1,1
2023-01-08,DMA_114,87.15218216876535,1,0
2023-01-08,DMA_115,80.71182449497782,1,0
2023-01-08,DMA_116,74.98194760386401,1,0
2023-01-08,DMA_117,82.72180411965171,1,0
2023-01-08,DMA_118,82.72219718098765,1,0
2023-01-08,DMA_119,84.04142750159775,1,0
2023-01-08,DMA_120,84.34252714054963,1,0
2023-01-08,DMA_121,83.57505057569017,1,0
2023-01-08,DMA_122,71.01169874270725,1,0
2023-01-08,DMA_123,86.2270151422642,1,0
2023-01-08,DMA_124,76.9831769945327,1,0
2023-01-08,DMA_125,71.36035778738577,1,0
2023-01-08,DMA_126,83.47599319264995,1,0
2023-01-08,DMA_127,82.31578352786192,1,0
2023-01-08,DMA_128,71.365207988756,1,0
2023-01-08,DMA_129,81.57181518778238,1,0
2023-01-08,DMA_130,86.56659666619849,1,0
2023-01-08,DMA_131,87.57551622877935,1,1
2023-01-08,DMA_132,78.08389936959206,1,0
2023-01-08,DMA_133,72.10360575125195,1,0
2023-01-08,DMA_134,79.60492043785653,1,0
2023-01-08,DMA_135,80.04547290942112,1,0
2023-01-08,DMA_136,76.01487705158448,1,0
2023-01-08,DMA_137,74.28651950277057,1,1
2023-01-08,DMA_138,74.36507071298675,1,0
2023-01-08,DMA_139,70.08100960778346,1,0
2023-01-08,DMA_140,88.66803508259758,1,0
2023-01-08,DMA_141,75.0924830455986,1,0
2023-01-08,DMA_142,78.89943673824297,1,0
2023-01-08,DMA_143,85.67041306007988,1,0
2023-01-08,DMA_144,82.65737533208177,1,1
2023-01-08,DMA_145,81.88536256228626,1,0
2023-01-08,DMA_146,75.94644374067455,1,0
2023-01-08,DMA_147,82.08814144896381,1,0
2023-01-08,DMA_148,87.25616759804419,1,0
2023-01-08,DMA_149,87.26627580244012,1,0
2023-01-08,DMA_150,75.8444345543292,1,0
2023-01-15,DMA_001,90.9920898856656,0,1
2023-01-15,DMA_002,81.1105598549027,0,0
2023-01-15,DMA_003,83.88925212715333,0,0
2023-01-15,DMA_004,65.38510763995484,0,0
2023-01-15,DMA_005,86.71264538486926,0,0
2023-01-15,DMA_006,81.0259191837629,0,0
2023-01-15,DMA_007,78.53028505270277,0,0
2023-01-15,DMA_008,77.46604912915471,0,0
2023-01-15,DMA_009,80.80701247964122,0,0
2023-01-15,DMA_010,72.68717101504312,0,0
2023-01-15,DMA_011,85.12415739838754,0,0
2023-01-15,DMA_012,86.86822630662087,0,1
2023-01-15,DMA_013,83.18813736235442,0,0
2023-01-15,DMA_014,84.40597969357268,0,0
2023-01-15,DMA_015,80.86680271030977,0,0
2023-01-15,DMA_016,76.34663592605138,0,0
2023-01-15,DMA_017,82.47328264315996,0,0
2023-01-15,DMA_018,88.65151214637314,0,0
2023-01-15,DMA_019,77.44815876573112,0,0
2023-01-15,DMA_020,92.38085237869399,0,1
2023-01-15,DMA_021,82.26353893655916,0,0
2023-01-15,DMA_022,68.41164573775205,0,0
2023-01-15,DMA_023,70.06677299551387,0,0
2023-01-15,DMA_024,70.310631750998,0,0
2023-01-15,DMA_025,87.31815796587567,0,0
2023-01-15,DMA_026,87.15330922439195,0,1
2023-01-15,DMA_027,79.5460919154253,0,0
2023-01-15,DMA_028,80.22461111386309,0,0
2023-01-15,DMA_029,83.63101091215675,0,0
2023-01-15,DMA_030,86.08056121778037,0,0
2023-01-15,DMA_031,91.14664214834298,0,0
2023-01-15,DMA_032,86.67815604833281,0,0
2023-01-15,DMA_033,85.60454977294448,0,0
2023-01-15,DMA_034,77.63784454359728,0,0
2023-01-15,DMA_035,81.36620909746814,0,1
2023-01-15,DMA_036,72.05817644367629,0,0
2023-01-15,DMA_037,80.37691622534108,0,0
2023-01-15,DMA_038,81.92851630139188,0,0
2023-01-15,DMA_039,65.53919473596322,0,0
2023-01-15,DMA_040,70.39650991791875,0,0
2023-01-15,DMA_041,83.32823702330326,0,0
2023-01-15,DMA_042,80.25324680935402,0,1
2023-01-15,DMA_043,89.07265445165801,0,0
2023-01-15,DMA_044,82.24043583843893,0,0
2023-01-15,DMA_045,84.03879493894877,0,0
2023-01-15,DMA_046,72.89680730041893,0,0
2023-01-15,DMA_047,80.93131766903417,0,1
2023-01-15,DMA_048,73.7023067134177,0,0
2023-01-15,DMA_049,76.82604881256587,0,0
2023-01-15,DMA_050,80.16006289178448,0,0
2023-01-15,DMA_051,76.01712954166588,0,0
2023-01-15,DMA_052,70.46915512230878,0,0
2023-01-15,DMA_053,83.80352431744696,0,1
2023-01-15,DMA_054,79.0776070841183,0,0
2023-01-15,DMA_055,82.68445794796055,0,1
2023-01-15,DMA_056,77.48367476140295,0,0
2023-01-15,DMA_057,80.65779348064592,0,1
2023-01-15,DMA_058,85.8993614720952,0,0
2023-01-15,DMA_059,75.43597295578725,0,0
2023-01-15,DMA_060,85.3296873552875,0,0
2023-01-15,DMA_061,81.48604656563927,0,0
2023-01-15,DMA_062,79.13203625591846,0,0
2023-01-15,DMA_063,74.33318103234878,0,0
2023-01-15,DMA_064,90.87822024115079,0,0
2023-01-15,DMA_065,87.21581879653216,0,0
2023-01-15,DMA_066,83.65204367758375,0,0
2023-01-15,DMA_067,84.70592295614303,0,0
2023-01-15,DMA_068,74.61319980803168,0,0
2023-01-15,DMA_069,84.19143339442896,0,0
2023-01-15,DMA_070,65.08180586391593,0,0
2023-01-15,DMA_071,81.04791028063016,0,0
2023-01-15,DMA_072,78.18931744418786,0,0
2023-01-15,DMA_073,76.35739354665405,0,0
2023-01-15,DMA_074,77.80485224409634,0,0
2023-01-15,DMA_075,79.26469222135512,0,0
2023-01-15,DMA_076,70.00991856235419,0,0
2023-01-15,DMA_077,74.31343818336232,0,0
2023-01-15,DMA_078,85.38576544202515,0,1
2023-01-15,DMA_079,77.7535339114381,0,0
2023-01-15,DMA_080,81.97998508362146,0,1
2023-01-15,DMA_081,69.47323425177235,0,0
2023-01-15,DMA_082,74.36872139694357,0,0
2023-01-15,DMA_083,84.84722982199902,0,0
2023-01-15,DMA_084,86.33917233741019,0,0
2023-01-15,DMA_085,80.75507784373109,0,0
2023-01-15,DMA_086,80.61172745264302,0,0
2023-01-15,DMA_087,92.99507574726204,0,0
2023-01-15,DMA_088,78.00586407164194,0,1
2023-01-15,DMA_089,90.56360650633965,0,0
2023-01-15,DMA_090,84.44567086462087,0,0
2023-01-15,DMA_091,86.9285981772012,0,1
2023-01-15,DMA_092,89.32685594661403,0,1
2023-01-15,DMA_093,81.4407912587932,0,1
2023-01-15,DMA_094,74.04699071991232,0,0
2023-01-15,DMA_095,79.39974458100555,0,1
2023-01-15,DMA_096,81.13008852574447,0,1
2023-01-15,DMA_097,79.64109817266348,0,0
2023-01-15,DMA_098,74.06893334001957,0,0
2023-01-15,DMA_099,73.70731656201747,0,1
2023-01-15,DMA_100,83.64069514268446,0,0
2023-01-15,DMA_101,77.91726770492215,0,0
2023-01-15,DMA_102,76.13459842728376,0,0
2023-01-15,DMA_103,77.76456166570411,0,0
2023-01-15,DMA_104,78.19196505845221,0,0
2023-01-15,DMA_105,73.01226967427665,0,1
2023-01-15,DMA_106,86.08585809525843,0,0
2023-01-15,DMA_107,83.78064723757112,0,1
2023-01-15,DMA_108,81.71361564202167,0,0
2023-01-15,DMA_109,80.04061063769389,0,0
2023-01-15,DMA_110,89.55113763724977,0,0
2023-01-15,DMA_111,76.06982828464979,0,0
2023-01-15,DMA_112,75.76711283014946,0,0
2023-01-15,DMA_113,77.09522842853649,0,0
2023-01-15,DMA_114,81.32051776597136,0,0
2023-01-15,DMA_115,83.62585170433167,0,0
2023-01-15,DMA_116,80.15882631293937,0,0
2023-01-15,DMA_117,70.95733535206115,0,0
2023-01-15,DMA_118,84.67760628987571,0,0
2023-01-15,DMA_119,80.75338901226819,0,1
2023-01-15,DMA_120,71.66174750357145,0,1
2023-01-15,DMA_121,78.46772798181775,0,0
2023-01-15,DMA_122,86.45942897618637,0,0
2023-01-15,DMA_123,80.410575204416,0,0
2023-01-15,DMA_124,71.99732937619247,0,0
2023-01-15,DMA_125,80.7182647203002,0,0
2023-01-15,DMA_126,79.47644643602133,0,0
2023-01-15,DMA_127,76.10402334867454,0,0
2023-01-15,DMA_128,76.12123038187761,0,0
2023-01-15,DMA_129,86.53480059962116,0,0
2023-01-15,DMA_130,88.80433845746421,0,0
2023-01-15,DMA_131,74.98009339693982,0,0
2023-01-15,DMA_132,89.70657909837603,0,1
2023-01-15,DMA_133,84.31264307930685,0,0
2023-01-15,DMA_134,78.3817543104595,0,0
2023-01-15,DMA_135,70.51263913005153,0,0
2023-01-15,DMA_136,83.99682420468142,0,0
2023-01-15,DMA_137,77.73049870095554,0,0
2023-01-15,DMA_138,85.5909239630906,0,0
2023-01-15,DMA_139,69.68616613675779,0,0
2023-01-15,DMA_140,71.19848317973117,0,0
2023-01-15,DMA_141,87.52639626401161,0,0
2023-01-15,DMA_142,71.24553871980561,0,0
2023-01-15,DMA_143,71.83010015417668,0,0
2023-01-15,DMA_144,81.11442332637094,0,0
2023-01-15,DMA_145,83.20190373865064,0,1
2023-01-15,DMA_146,76.9169104373041,0,0
2023-01-15,DMA_147,84.29106388909359,0,1
2023-01-15,DMA_148,86.94321391296648,0,0
2023-01-15,DMA_149,78.88481447481786,0,0
2023-01-15,DMA_150,81.1293010368983,0,0
2023-01-22,DMA_001,84.43239691550576,0,0
2023-01-22,DMA_002,75.0185776072787,0,0
2023-01-22,DMA_003,93.89170974036452,0,0
2023-01-22,DMA_004,84.77662615340056,0,0
2023-01-22,DMA_005,63.17072580576249,0,1
2023-01-22,DMA_006,74.12743345406793,0,0
2023-01-22,DMA_007,81.69201162404352,0,0
2023-01-22,DMA_008,83.76676233510557,0,0
2023-01-22,DMA_009,79.32357930448299,0,0
2023-01-22,DMA_010,83.14713865571213,0,0
2023-01-22,DMA_011,77.1894102917937,0,0
2023-01-22,DMA_012,75.38009182595218,0,0
2023-01-22,DMA_013,87.124605442607,0,0
2023-01-22,DMA_014,84.41886194066684,0,1
2023-01-22,DMA_015,83.8053186581591,0,0
2023-01-22,DMA_016,87.47374140772574,0,0
2023-01-22,DMA_017,85.3519751673204,0,0
2023-01-22,DMA_018,83.65972138625052,0,0
2023-01-22,DMA_019,79.02257856179355,0,0
2023-01-22,DMA_020,75.13737673398134,0,0
2023-01-22,DMA_021,87.42699098992284,0,1
2023-01-22,DMA_022,77.18170484329079,0,0
2023-01-22,DMA_023,72.1888104184977,0,1
2023-01-22,DMA_024,85.71064558088881,0,0
2023-01-22,DMA_025,81.86002244540703,0,1
2023-01-22,DMA_026,80.76966218894088,0,0
2023-01-22,DMA_027,79.1771652586673,0,0
2023-01-22,DMA_028,81.96854973194336,0,0
2023-01-22,DMA_029,83.07638010061423,0,0
2023-01-22,DMA_030,74.78094203683025,0,0
2023-01-22,DMA_031,75.85093825688838,0,0
2023-01-22,DMA_032,70.34700348010503,0,0
2023-01-22,DMA_033,76.6079692318514,0,1
2023-01-22,DMA_034,77.16708751395065,0,0
2023-01-22,DMA_035,83.58300374880208,0,0
2023-01-22,DMA_036,72.79590825966059,0,1
2023-01-22,DMA_037,82.53196671953376,0,0
2023-01-22,DMA_038,76.41388355823736,0,0
2023-01-22,DMA_039,83.98408657201507,0,0
2023-01-22,DMA_040,78.80304439290062,0,0
2023-01-22,DMA_041,85.68453454638203,0,0
2023-01-22,DMA_042,79.56862748722664,0,0
2023-01-22,DMA_043,70.66702491285199,0,0
2023-01-22,DMA_044,76.56799148459507,0,0
2023-01-22,DMA_045,71.03532270250157,0,0
2023-01-22,DMA_046,79.52145761716606,0,0
2023-01-22,DMA_047,89.74468046987384,0,1
2023-01-22,DMA_048,77.28076082041707,0,0
2023-01-22,DMA_049,79.57581289147674,0,0
2023-01-22,DMA_050,80.12691191019428,0,0
2023-01-22,DMA_051,83.32059365998644,0,0
2023-01-22,DMA_052,68.39911213943057,0,0
2023-01-22,DMA_053,79.11062370631791,0,0
2023-01-22,DMA_054,84.10519555215113,0,0
2023-01-22,DMA_055,88.75636299858158,0,1
2023-01-22,DMA_056,68.87149499793391,0,0
2023-01-22,DMA_057,72.62878875171907,0,0
2023-01-22,DMA_058,87.98781213882917,0,0
2023-01-22,DMA_059,86.10486518899786,0,0
2023-01-22,DMA_060,78.89498279169537,0,1
2023-01-22,DMA_061,71.50504080779251,0,0
2023-01-22,DMA_062,81.80866236103584,0,0
2023-01-22,DMA_063,74.24677636369167,0,1
2023-01-22,DMA_064,75.80431685171365,0,0
2023-01-22,DMA_065,84.8166354046897,0,0
2023-01-22,DMA_066,72.69962513620376,0,0
2023-01-22,DMA_067,93.76821174970691,0,1
2023-01-22,DMA_068,88.195447873157,0,1
2023-01-22,DMA_069,85.49184851033102,0,0
2023-01-22,DMA_070,80.92490833117694,0,0
2023-01-22,DMA_071,80.76397770645703,0,0
2023-01-22,DMA_072,74.06935399746887,0,0
2023-01-22,DMA_073,74.24718116743159,0,0
2023-01-22,DMA_074,87.35676809585652,0,0
2023-01-22,DMA_075,82.95823816058959,0,0
2023-01-22,DMA_076,71.78457735853652,0,0
2023-01-22,DMA_077,75.0023764499994,0,0
2023-01-22,DMA_078,67.06712323270575,0,0
2023-01-22,DMA_079,80.7074595980291,0,0
2023-01-22,DMA_080,75.28347051524374,0,0
2023-01-22,DMA_081,75.2662972715651,0,0
2023-01-22,DMA_082,78.79475916956935,0,0
2023-01-22,DMA_083,73.1416020593825,0,0
2023-01-22,DMA_084,87.6167674352177,0,0
2023-01-22,DMA_085,78.31236552036361,0,1
2023-01-22,DMA_086,93.43502657972255,0,1
2023-01-22,DMA_087,81.69000899358686,0,0
2023-01-22,DMA_088,80.02069674045201,0,0
2023-01-22,DMA_089,72.60049662000587,0,0
2023-01-22,DMA_090,90.04871172494082,0,0
2023-01-22,DMA_091,78.69756822080646,0,0
2023-01-22,DMA_092,76.47985613753241,0,0
2023-01-22,DMA_093,81.37843296920107,0,0
2023-01-22,DMA_094,93.11019495103206,0,0
2023-01-22,DMA_095,74.65341657207708,0,0
2023-01-22,DMA_096,78.37556400443614,0,0
2023-01-22,DMA_097,78.94175416666408,0,0
2023-01-22,DMA_098,75.41440600357505,0,0
2023-01-22,DMA_099,76.7802690532364,0,0
2023-01-22,DMA_100,73.98779985337653,0,0
2023-01-22,DMA_101,78.02578851403244,0,0
2023-01-22,DMA_102,74.15170031307879,0,0
2023-01-22,DMA_103,98.45079083452627,0,1
2023-01-22,DMA_104,71.34802994679885,0,0
2023-01-22,DMA_105,67.84865943849448,0,0
2023-01-22,DMA_106,71.16810595522271,0,0
2023-01-22,DMA_107,75.54150344403116,0,0
2023-01-22,DMA_108,71.644909677085,0,0
