date,geo_id,channel,spend_usd,impressions,clicks
2023-01-01,DMA_021,Meta,3051.67,146517,4274
2023-01-01,DMA_021,Google,1977.39,108310,3732
2023-01-01,DMA_021,Amazon,1427.27,87137,2470
2023-01-01,DMA_021,TikTok,1862.86,97804,2744
2023-01-01,DMA_022,Meta,3020.86,161121,5225
2023-01-01,DMA_022,Google,3325.8,205977,7206
2023-01-01,DMA_022,Amazon,1813.31,107688,3044
2023-01-01,DMA_022,TikTok,1467.63,89814,3139
2023-01-01,DMA_023,Meta,3104.84,152588,4743
2023-01-01,DMA_023,Google,3617.73,191317,7166
2023-01-01,DMA_023,Amazon,1548.71,74961,2614
2023-01-01,DMA_023,TikTok,1028.42,63427,1815
2023-01-01,DMA_024,Meta,3537.43,176950,5371
2023-01-01,DMA_024,Google,3175.95,189886,5993
2023-01-01,DMA_024,Amazon,2862.95,159951,4279
2023-01-01,DMA_024,TikTok,1611.75,94485,3381
2023-01-01,DMA_025,Meta,3662.18,215383,6519
2023-01-01,DMA_025,Google,2432.3,149611,4703
2023-01-01,DMA_025,Amazon,2695.76,131909,4430
2023-01-01,DMA_025,TikTok,1895.93,91254,2297
2023-01-01,DMA_026,Meta,4382.56,225888,7240
2023-01-01,DMA_026,Google,3532.35,176269,6817
2023-01-01,DMA_026,Amazon,2091.16,103228,3290
2023-01-01,DMA_026,TikTok,1856.25,102005,3651
2023-01-01,DMA_027,Meta,3411.51,167847,4697
2023-01-01,DMA_027,Google,3221.96,163943,4317
2023-01-01,DMA_027,Amazon,1791.26,98443,3818
2023-01-01,DMA_027,TikTok,1516.11,79136,2201
2023-01-01,DMA_028,Meta,2286.42,138817,4116
2023-01-01,DMA_028,Google,2607.7,152365,5633
2023-01-01,DMA_028,Amazon,2568.04,134090,3981
2023-01-01,DMA_028,TikTok,1584.52,81368,2989
2023-01-01,DMA_029,Meta,3059.96,181106,6847
2023-01-01,DMA_029,Google,2672.51,157179,4686
2023-01-01,DMA_029,Amazon,1909.73,102662,3445
2023-01-01,DMA_029,TikTok,1671.56,93274,3113
2023-01-01,DMA_030,Meta,4057.1,217529,7132
2023-01-01,DMA_030,Google,2221.17,120176,3360
2023-01-01,DMA_030,Amazon,2584.98,135155,3643
2023-01-01,DMA_030,TikTok,1286.9,79700,3065
2023-01-01,DMA_031,Meta,3728.41,222511,6563
2023-01-01,DMA_031,Google,3348.07,173834,6074
2023-01-01,DMA_031,Amazon,2380.27,130592,4158
2023-01-01,DMA_031,TikTok,1358.92,80348,2805
2023-01-01,DMA_032,Meta,4152.02,207782,6262
2023-01-01,DMA_032,Google,2567.13,139775,4841
2023-01-01,DMA_032,Amazon,1739.1,106356,3086
2023-01-01,DMA_032,TikTok,1705.55,97731,3532
2023-01-01,DMA_033,Meta,3334.09,164942,6564
2023-01-01,DMA_033,Google,2316.88,115707,4302
2023-01-01,DMA_033,Amazon,2626.84,149907,4513
2023-01-01,DMA_033,TikTok,1684.46,87712,2230
2023-01-01,DMA_034,Meta,2766.02,144290,4405
2023-01-01,DMA_034,Google,2679.62,152509,4117
2023-01-01,DMA_034,Amazon,2375.17,144207,4788
2023-01-01,DMA_034,TikTok,1586.86,80030,3137
2023-01-01,DMA_035,Meta,3356.37,207422,6231
2023-01-01,DMA_035,Google,2183.82,121785,4456
2023-01-01,DMA_035,Amazon,2639.11,153345,4833
2023-01-01,DMA_035,TikTok,1578.6,86841,2271
2023-01-01,DMA_036,Meta,3268.13,200796,6689
2023-01-01,DMA_036,Google,3253.1,178848,6286
2023-01-01,DMA_036,Amazon,1701.72,84167,3089
2023-01-01,DMA_036,TikTok,1737.35,104751,3377
2023-01-01,DMA_037,Meta,3552.83,194238,7502
2023-01-01,DMA_037,Google,3493.78,192860,5157
2023-01-01,DMA_037,Amazon,1977.64,100535,3382
2023-01-01,DMA_037,TikTok,1741.74,94393,3449
2023-01-01,DMA_038,Meta,3092.23,160122,5452
2023-01-01,DMA_038,Google,2471.22,129280,3773
2023-01-01,DMA_038,Amazon,2760.47,157725,6154
2023-01-01,DMA_038,TikTok,1373.11,76283,2886
2023-01-01,DMA_039,Meta,2611.87,132469,4610
2023-01-01,DMA_039,Google,2389.24,123060,3548
2023-01-01,DMA_039,Amazon,2052.34,125067,4829
2023-01-01,DMA_039,TikTok,1059.8,60843,2085
2023-01-01,DMA_040,Meta,3531.76,175975,6086
2023-01-01,DMA_040,Google,2438.5,130276,5171
2023-01-01,DMA_040,Amazon,2494.15,128623,4697
2023-01-01,DMA_040,TikTok,1872.17,108043,3806
2023-01-01,DMA_041,Meta,4395.9,225040,5727
2023-01-01,DMA_041,Google,2794.36,160707,4788
2023-01-01,DMA_041,Amazon,1726.49,84119,2385
2023-01-01,DMA_041,TikTok,1203.73,73174,2511
2023-01-01,DMA_042,Meta,4522.54,279887,9201
2023-01-01,DMA_042,Google,1841.72,103574,3129
2023-01-01,DMA_042,Amazon,1556.33,85044,2787
2023-01-01,DMA_042,TikTok,1658.9,87937,2865
2023-01-01,DMA_043,Meta,2839.3,156758,4999
2023-01-01,DMA_043,Google,2867.29,151251,4150
2023-01-01,DMA_043,Amazon,2145.91,110824,2977
2023-01-01,DMA_043,TikTok,972.39,50042,1615
2023-01-01,DMA_044,Meta,3237.8,176906,6077
2023-01-01,DMA_044,Google,2251.23,127056,3769
2023-01-01,DMA_044,Amazon,2166.74,129398,4269
2023-01-01,DMA_044,TikTok,1988.61,96992,3238
2023-01-01,DMA_045,Meta,3963.39,236406,6976
2023-01-01,DMA_045,Google,2152.98,125370,4573
2023-01-01,DMA_045,Amazon,1635.46,78976,2892
2023-01-01,DMA_045,TikTok,1716.83,94577,3378
2023-01-01,DMA_046,Meta,2826.24,143621,4619
2023-01-01,DMA_046,Google,3008.76,152549,4499
2023-01-01,DMA_046,Amazon,2352.1,122742,4212
2023-01-01,DMA_046,TikTok,1225.97,67853,1906
2023-01-01,DMA_047,Meta,2941.78,166599,5837
2023-01-01,DMA_047,Google,2513.87,150573,5065
2023-01-01,DMA_047,Amazon,2149.99,124670,3948
2023-01-01,DMA_047,TikTok,1557.78,75949,2121
2023-01-01,DMA_048,Meta,3066.68,169126,5245
2023-01-01,DMA_048,Google,3548.39,208692,6373
2023-01-01,DMA_048,Amazon,2215.14,110178,4162
2023-01-01,DMA_048,TikTok,1697.86,100361,3072
2023-01-01,DMA_049,Meta,2999.51,158447,4849
2023-01-01,DMA_049,Google,3923.81,202785,5340
2023-01-01,DMA_049,Amazon,1512.93,84663,2459
2023-01-01,DMA_049,TikTok,1228.62,63498,2405
2023-01-01,DMA_050,Meta,4174.97,250692,7903
2023-01-01,DMA_050,Google,3158.3,187715,6939
2023-01-01,DMA_050,Amazon,2283.57,138212,5123
2023-01-01,DMA_050,TikTok,1410.79,70626,2351
2023-01-01,DMA_051,Meta,2854.39,141238,3603
2023-01-01,DMA_051,Google,2890.76,174718,4928
2023-01-01,DMA_051,Amazon,2789.17,164827,6278
2023-01-01,DMA_051,TikTok,1553.37,80642,3146
2023-01-01,DMA_052,Meta,2920.87,172298,6342
2023-01-01,DMA_052,Google,2513.86,126210,3441
2023-01-01,DMA_052,Amazon,2443.66,119925,4718
2023-01-01,DMA_052,TikTok,1527.17,84082,2947
2023-01-01,DMA_053,Meta,4480.03,261424,7242
2023-01-01,DMA_053,Google,2671.56,151401,4399
2023-01-01,DMA_053,Amazon,2503.16,124086,3528
2023-01-01,DMA_053,TikTok,1488.2,92015,3663
2023-01-01,DMA_054,Meta,2702.78,137449,4277
2023-01-01,DMA_054,Google,3131.65,151889,6045
2023-01-01,DMA_054,Amazon,2840.3,155457,5170
2023-01-01,DMA_054,TikTok,1142.65,62788,1839
2023-01-01,DMA_055,Meta,3206.46,185331,6341
2023-01-01,DMA_055,Google,2466.44,148707,5239
2023-01-01,DMA_055,Amazon,2573.25,126226,3267
2023-01-01,DMA_055,TikTok,1621.75,89757,3423
2023-01-01,DMA_056,Meta,2831.23,145623,4786
2023-01-01,DMA_056,Google,2608.31,139837,4465
2023-01-01,DMA_056,Amazon,1741.66,87975,2930
2023-01-01,DMA_056,TikTok,1098.41,60880,1772
2023-01-01,DMA_057,Meta,3148.63,194034,6975
2023-01-01,DMA_057,Google,3160.73,190202,5800
2023-01-01,DMA_057,Amazon,1567.43,79816,2893
2023-01-01,DMA_057,TikTok,1705.39,93550,3418
2023-01-01,DMA_058,Meta,3225.08,183673,6683
2023-01-01,DMA_058,Google,3081.67,164532,4624
2023-01-01,DMA_058,Amazon,2353.32,125842,4661
2023-01-01,DMA_058,TikTok,1271.02,72596,2877
2023-01-01,DMA_059,Meta,2840.79,141194,4260
2023-01-01,DMA_059,Google,2834.65,172833,4585
2023-01-01,DMA_059,Amazon,2388.63,144815,4224
2023-01-01,DMA_059,TikTok,1506.07,92489,2318
2023-01-01,DMA_060,Meta,3094.12,185490,7401
2023-01-01,DMA_060,Google,2120.84,128280,3269
2023-01-01,DMA_060,Amazon,2450.09,141231,4642
2023-01-01,DMA_060,TikTok,1695.12,96346,3369
2023-01-01,DMA_061,Meta,3877.33,228236,8403
2023-01-01,DMA_061,Google,3206.97,187417,7346
2023-01-01,DMA_061,Amazon,2193.73,114250,3157
2023-01-01,DMA_061,TikTok,1585.29,82910,2439
2023-01-01,DMA_062,Meta,2776.63,157033,4499
2023-01-01,DMA_062,Google,3367.45,187208,5829
2023-01-01,DMA_062,Amazon,2746.71,153518,5595
2023-01-01,DMA_062,TikTok,1035.33,56289,1872
2023-01-01,DMA_063,Meta,3018.49,170883,6766
2023-01-01,DMA_063,Google,2925.4,141341,4191
2023-01-01,DMA_063,Amazon,1999.28,117858,4318
2023-01-01,DMA_063,TikTok,1696.68,89670,2443
2023-01-01,DMA_064,Meta,4444.7,218171,6448
2023-01-01,DMA_064,Google,2528.6,132863,4311
2023-01-01,DMA_064,Amazon,1944.52,120522,3532
2023-01-01,DMA_064,TikTok,1254.03,63166,2279
2023-01-01,DMA_065,Meta,3325.37,190404,4861
2023-01-01,DMA_065,Google,3071.83,151010,4057
2023-01-01,DMA_065,Amazon,2024.02,109549,3783
2023-01-01,DMA_065,TikTok,1246.93,74134,1856
2023-01-01,DMA_066,Meta,3006.33,162486,5561
2023-01-01,DMA_066,Google,2025.37,117884,4159
2023-01-01,DMA_066,Amazon,2149.17,111279,3331
2023-01-01,DMA_066,TikTok,1428.93,79704,2864
2023-01-01,DMA_067,Meta,3741.03,196359,6073
2023-01-01,DMA_067,Google,3529.43,195327,5038
2023-01-01,DMA_067,Amazon,2560.93,147686,3894
2023-01-01,DMA_067,TikTok,1269.4,75619,3002
2023-01-01,DMA_068,Meta,3375.05,162349,4080
2023-01-01,DMA_068,Google,2222.45,112220,4081
2023-01-01,DMA_068,Amazon,2331.61,140326,5360
2023-01-01,DMA_068,TikTok,1672.37,95771,2662
2023-01-01,DMA_069,Meta,3702.15,217745,6302
2023-01-01,DMA_069,Google,2252.68,118498,4612
2023-01-01,DMA_069,Amazon,2026.25,104045,3993
2023-01-01,DMA_069,TikTok,1810.44,102530,4037
2023-01-01,DMA_070,Meta,3466.01,191974,4894
2023-01-01,DMA_070,Google,2611.31,160684,5387
2023-01-01,DMA_070,Amazon,1752.1,96120,2622
2023-01-01,DMA_070,TikTok,1324.17,68415,2073
2023-01-01,DMA_071,Meta,3132.67,175744,5847
2023-01-01,DMA_071,Google,1921.02,95189,2470
2023-01-01,DMA_071,Amazon,1694.83,98554,3492
2023-01-01,DMA_071,TikTok,1107.68,55415,1651
2023-01-01,DMA_072,Meta,2633.89,147366,5669
2023-01-01,DMA_072,Google,2490.34,140439,4532
2023-01-01,DMA_072,Amazon,2624.83,153625,3929
2023-01-01,DMA_072,TikTok,1465.61,77422,3036
2023-01-01,DMA_073,Meta,4427.42,243250,8293
2023-01-01,DMA_073,Google,2811.87,157732,4035
2023-01-01,DMA_073,Amazon,1632.27,87097,2745
2023-01-01,DMA_073,TikTok,1543.59,86407,2513
2023-01-01,DMA_074,Meta,3667.07,205921,5813
2023-01-01,DMA_074,Google,3297.3,201293,6947
2023-01-01,DMA_074,Amazon,2723.24,134757,4776
2023-01-01,DMA_074,TikTok,1466.31,80240,2704
2023-01-01,DMA_075,Meta,3132.07,151902,5503
2023-01-01,DMA_075,Google,2051.73,98509,2925
2023-01-01,DMA_075,Amazon,1888.7,96744,3714
2023-01-01,DMA_075,TikTok,1433.42,73567,2731
2023-01-01,DMA_076,Meta,4170.96,225872,8626
2023-01-01,DMA_076,Google,2666.69,151897,5967
2023-01-01,DMA_076,Amazon,1529.81,83326,3230
2023-01-01,DMA_076,TikTok,997.73,51852,1533
2023-01-01,DMA_077,Meta,2746.27,132163,4251
2023-01-01,DMA_077,Google,2238.77,130860,4687
2023-01-01,DMA_077,Amazon,2843.62,153087,5805
2023-01-01,DMA_077,TikTok,1198.03,57655,1687
2023-01-01,DMA_078,Meta,3831.1,200892,7048
2023-01-01,DMA_078,Google,3186.15,160483,5435
2023-01-01,DMA_078,Amazon,2002.99,99920,2725
2023-01-01,DMA_078,TikTok,1893.93,97454,3479
2023-01-01,DMA_079,Meta,3935.26,210317,8323
2023-01-01,DMA_079,Google,2403.53,143844,5465
2023-01-01,DMA_079,Amazon,2939.87,174663,6723
2023-01-01,DMA_079,TikTok,1657.75,88506,3179
2023-01-01,DMA_080,Meta,4321.21,252087,6435
2023-01-01,DMA_080,Google,2743.89,152190,5719
2023-01-01,DMA_080,Amazon,2904.85,163931,4550
2023-01-01,DMA_080,TikTok,1514.51,79582,2495
2023-01-01,DMA_081,Meta,4304.6,249091,8079
2023-01-01,DMA_081,Google,2631.0,160594,5064
2023-01-01,DMA_081,Amazon,2654.48,157117,4010
2023-01-01,DMA_081,TikTok,2078.96,124057,3970
2023-01-01,DMA_082,Meta,4215.26,232044,8533
2023-01-01,DMA_082,Google,2632.28,137939,4735
2023-01-01,DMA_082,Amazon,3088.04,184494,5316
2023-01-01,DMA_082,TikTok,1446.55,78318,2016
2023-01-01,DMA_083,Meta,2521.86,142842,4453
2023-01-01,DMA_083,Google,2462.82,129393,4704
2023-01-01,DMA_083,Amazon,1526.07,87153,2480
2023-01-01,DMA_083,TikTok,1413.28,72726,1986
2023-01-01,DMA_084,Meta,2903.28,159485,5231
2023-01-01,DMA_084,Google,2866.11,158921,6333
2023-01-01,DMA_084,Amazon,1628.63,97385,3034
2023-01-01,DMA_084,TikTok,1771.25,85557,2620
2023-01-01,DMA_085,Meta,3672.57,199900,7990
2023-01-01,DMA_085,Google,3043.94,176833,4421
2023-01-01,DMA_085,Amazon,2584.49,151222,4552
2023-01-01,DMA_085,TikTok,1296.92,73694,1949
2023-01-01,DMA_086,Meta,3057.36,169662,5787
2023-01-01,DMA_086,Google,2966.01,151711,5777
2023-01-01,DMA_086,Amazon,2891.54,147238,3809
2023-01-01,DMA_086,TikTok,1689.93,86736,3344
2023-01-01,DMA_087,Meta,2580.82,134656,3671
2023-01-01,DMA_087,Google,3336.42,169053,4599
2023-01-01,DMA_087,Amazon,1792.13,89059,2231
2023-01-01,DMA_087,TikTok,1231.89,66872,2402
2023-01-01,DMA_088,Meta,4454.12,220266,7243
2023-01-01,DMA_088,Google,2536.86,133564,3707
2023-01-01,DMA_088,Amazon,2091.91,126634,3443
2023-01-01,DMA_088,TikTok,1725.92,84606,3261
2023-01-01,DMA_089,Meta,3674.53,179915,6432
2023-01-01,DMA_089,Google,2164.9,117348,3648
2023-01-01,DMA_089,Amazon,2144.77,127567,3831
2023-01-01,DMA_089,TikTok,1449.54,81622,2224
2023-01-01,DMA_090,Meta,4511.0,253815,9186
2023-01-01,DMA_090,Google,4079.62,230744,7538
2023-01-01,DMA_090,Amazon,2223.08,121654,4377
2023-01-01,DMA_090,TikTok,1677.89,85945,2419
2023-01-01,DMA_091,Meta,4097.87,226824,7266
2023-01-01,DMA_091,Google,3393.9,194639,4922
2023-01-01,DMA_091,Amazon,2214.63,133179,4830
2023-01-01,DMA_091,TikTok,1011.75,52714,1417
2023-01-01,DMA_092,Meta,4589.55,262401,7540
2023-01-01,DMA_092,Google,3174.62,195146,4893
2023-01-01,DMA_092,Amazon,2199.95,118363,3853
2023-01-01,DMA_092,TikTok,1347.03,66822,2171
2023-01-01,DMA_093,Meta,3679.23,214642,6228
2023-01-01,DMA_093,Google,2981.27,171282,6129
2023-01-01,DMA_093,Amazon,2210.71,127009,4046
2023-01-01,DMA_093,TikTok,1837.22,108023,4075
2023-01-01,DMA_094,Meta,4051.76,215402,8193
2023-01-01,DMA_094,Google,2054.79,102110,2617
2023-01-01,DMA_094,Amazon,2635.84,131295,4849
2023-01-01,DMA_094,TikTok,1440.72,84559,3014
2023-01-01,DMA_095,Meta,2421.26,147548,3864
2023-01-01,DMA_095,Google,2283.87,135877,4625
2023-01-01,DMA_095,Amazon,2426.06,143696,4093
2023-01-01,DMA_095,TikTok,947.68,47679,1220
2023-01-01,DMA_096,Meta,4483.98,259842,7231
2023-01-01,DMA_096,Google,2997.24,178274,6976
2023-01-01,DMA_096,Amazon,2530.16,139549,5179
2023-01-01,DMA_096,TikTok,1039.59,54899,1987
2023-01-01,DMA_097,Meta,2467.66,129452,4179
2023-01-01,DMA_097,Google,2915.22,165461,6377
2023-01-01,DMA_097,Amazon,1742.23,93385,2492
2023-01-01,DMA_097,TikTok,1139.61,66424,1810
2023-01-01,DMA_098,Meta,3166.33,178432,4740
2023-01-01,DMA_098,Google,3171.06,154936,4580
2023-01-01,DMA_098,Amazon,1353.21,75918,2914
2023-01-01,DMA_098,TikTok,1328.46,80776,2093
2023-01-01,DMA_099,Meta,3188.35,170079,5299
2023-01-01,DMA_099,Google,2835.5,175326,4450
2023-01-01,DMA_099,Amazon,2197.95,118766,3328
2023-01-01,DMA_099,TikTok,2027.64,110465,4339
2023-01-01,DMA_100,Meta,4502.26,260519,6816
2023-01-01,DMA_100,Google,3427.04,174774,6447
2023-01-01,DMA_100,Amazon,1758.16,86475,2603
2023-01-01,DMA_100,TikTok,1510.06,79252,2729
2023-01-01,DMA_101,Meta,4102.63,206871,5803
2023-01-01,DMA_101,Google,2455.68,152206,5000
2023-01-01,DMA_101,Amazon,2038.93,102385,2605
2023-01-01,DMA_101,TikTok,1456.14,78033,2221
2023-01-01,DMA_102,Meta,4165.15,226113,6449
2023-01-01,DMA_102,Google,2110.47,126970,3844
2023-01-01,DMA_102,Amazon,2210.4,113387,3058
2023-01-01,DMA_102,TikTok,1579.7,84086,2863
2023-01-01,DMA_103,Meta,4153.7,220647,5807
2023-01-01,DMA_103,Google,2734.45,163587,5863
2023-01-01,DMA_103,Amazon,1371.13,79846,3124
2023-01-01,DMA_103,TikTok,1538.12,76146,2905
2023-01-01,DMA_104,Meta,2379.7,134105,3734
2023-01-01,DMA_104,Google,2090.97,128010,3440
2023-01-01,DMA_104,Amazon,2624.96,156190,6130
2023-01-01,DMA_104,TikTok,1640.31,84843,2608
2023-01-01,DMA_105,Meta,3990.96,226248,5731
2023-01-01,DMA_105,Google,2742.71,140874,4299
2023-01-01,DMA_105,Amazon,1841.33,97401,3629
2023-01-01,DMA_105,TikTok,1858.21,106851,3528
2023-01-01,DMA_106,Meta,2693.02,166837,4741
2023-01-01,DMA_106,Google,4149.1,207377,8065
2023-01-01,DMA_106,Amazon,2407.17,127159,4380
2023-01-01,DMA_106,TikTok,1555.73,86337,3000
2023-01-01,DMA_107,Meta,2796.01,171465,5861
2023-01-01,DMA_107,Google,2436.32,144400,3671
2023-01-01,DMA_107,Amazon,2038.0,101848,2840
2023-01-01,DMA_107,TikTok,1565.39,75819,2679
2023-01-01,DMA_108,Meta,4665.19,277198,10679
2023-01-01,DMA_108,Google,3312.43,159829,5239
2023-01-01,DMA_108,Amazon,2174.09,117519,4536
2023-01-01,DMA_108,TikTok,1642.38,91086,3588
2023-01-01,DMA_109,Meta,4042.7,215180,6597
2023-01-01,DMA_109,Google,2147.51,130886,3958
2023-01-01,DMA_109,Amazon,2182.2,120842,3677
2023-01-01,DMA_109,TikTok,2025.38,124915,4323
2023-01-01,DMA_110,Meta,3693.91,182457,4851
2023-01-01,DMA_110,Google,2691.88,163377,5809
2023-01-01,DMA_110,Amazon,1716.81,99471,3716
2023-01-01,DMA_110,TikTok,1860.21,93332,3478
2023-01-01,DMA_111,Meta,4526.19,227247,8013
2023-01-01,DMA_111,Google,3311.72,192192,5551
2023-01-01,DMA_111,Amazon,1936.77,117231,2998
2023-01-01,DMA_111,TikTok,2099.08,111328,3374
2023-01-01,DMA_112,Meta,3854.49,185982,6179
2023-01-01,DMA_112,Google,1817.33,104804,2988
2023-01-01,DMA_112,Amazon,1434.25,73033,2669
2023-01-01,DMA_112,TikTok,1726.17,91793,2450
2023-01-01,DMA_113,Meta,3694.37,197122,5703
2023-01-01,DMA_113,Google,2533.29,127426,4037
2023-01-01,DMA_113,Amazon,2646.81,140802,4193
2023-01-01,DMA_113,TikTok,1381.39,72361,2080
2023-01-01,DMA_114,Meta,3508.03,180801,6810
2023-01-01,DMA_114,Google,2514.4,154871,6082
2023-01-01,DMA_114,Amazon,1839.47,111539,3000
2023-01-01,DMA_114,TikTok,2012.48,122921,4299
2023-01-01,DMA_115,Meta,4494.8,236492,7307
2023-01-01,DMA_115,Google,2472.64,149329,5059
2023-01-01,DMA_115,Amazon,2338.96,144683,4226
2023-01-01,DMA_115,TikTok,1292.7,77234,2387
2023-01-01,DMA_116,Meta,3493.86,182082,6773
2023-01-01,DMA_116,Google,3217.6,174965,4846
2023-01-01,DMA_116,Amazon,2683.86,155835,5079
2023-01-01,DMA_116,TikTok,1224.82,64073,1890
2023-01-01,DMA_117,Meta,3363.13,206741,5680
2023-01-01,DMA_117,Google,2749.92,142656,5111
2023-01-01,DMA_117,Amazon,2577.09,152179,5939
2023-01-01,DMA_117,TikTok,1802.79,94411,3389
2023-01-01,DMA_118,Meta,3700.02,189446,6493
2023-01-01,DMA_118,Google,2386.71,135921,4820
2023-01-01,DMA_118,Amazon,2222.03,108949,3534
2023-01-01,DMA_118,TikTok,1733.27,87378,2680
2023-01-01,DMA_119,Meta,2761.27,169259,5107
2023-01-01,DMA_119,Google,2307.66,125249,4513
2023-01-01,DMA_119,Amazon,2289.25,119107,4161
2023-01-01,DMA_119,TikTok,1651.03,97775,3606
2023-01-01,DMA_120,Meta,5042.48,269472,9123
2023-01-01,DMA_120,Google,2991.93,169890,4796
2023-01-01,DMA_120,Amazon,2738.87,158803,6342
2023-01-01,DMA_120,TikTok,1508.59,81050,3210
2023-01-01,DMA_121,Meta,5028.37,310695,11940
2023-01-01,DMA_121,Google,3122.03,157441,6026
2023-01-01,DMA_121,Amazon,2780.55,163441,4428
2023-01-01,DMA_121,TikTok,2027.47,113520,3744
2023-01-01,DMA_122,Meta,3534.82,209420,8090
2023-01-01,DMA_122,Google,2054.38,104446,3797
2023-01-01,DMA_122,Amazon,2564.25,128554,4869
2023-01-01,DMA_122,TikTok,1146.91,56538,2185
2023-01-01,DMA_123,Meta,2827.38,173462,5209
2023-01-01,DMA_123,Google,2955.68,171948,4897
2023-01-01,DMA_123,Amazon,2339.56,138459,4978
2023-01-01,DMA_123,TikTok,1821.91,106692,4217
2023-01-01,DMA_124,Meta,2957.41,173797,5506
2023-01-01,DMA_124,Google,2665.72,162868,4276
