date,geo_id,product_sku,sales_units,sales_revenue,promo_flag
2023-01-01,DMA_088,Brightline_HydraCare,6439.0,96801.46210988399,0
2023-01-01,DMA_089,Brightline_HydraCare,2595.0,40214.737753646696,0
2023-01-01,DMA_090,Brightline_HydraCare,3428.0,49084.33818822894,0
2023-01-01,DMA_091,Brightline_HydraCare,1461.0,20472.368649443833,0
2023-01-01,DMA_092,Brightline_HydraCare,410.0,6357.24428415084,0
2023-01-01,DMA_093,Brightline_HydraCare,1064.0,14748.676606272531,0
2023-01-01,DMA_094,Brightline_HydraCare,6875.0,109750.67665424243,0
2023-01-01,DMA_095,Brightline_HydraCare,3353.0,49902.88484635486,0
2023-01-01,DMA_096,Brightline_HydraCare,416.0,5757.170302330373,0
2023-01-01,DMA_097,Brightline_HydraCare,4068.9508001040244,59568.157324464366,1
2023-01-01,DMA_098,Brightline_HydraCare,8027.513463901286,122695.26701022914,1
2023-01-01,DMA_099,Brightline_HydraCare,1147.0,16746.74388943083,0
2023-01-01,DMA_100,Brightline_HydraCare,703.0,10555.560685067638,0
2023-01-01,DMA_101,Brightline_HydraCare,1720.0,26754.70109175982,0
2023-01-01,DMA_102,Brightline_HydraCare,7234.0,107413.01633535446,0
2023-01-01,DMA_103,Brightline_HydraCare,600.0,8578.32404559024,0
2023-01-01,DMA_104,Brightline_HydraCare,2702.0,39924.108929325965,0
2023-01-01,DMA_105,Brightline_HydraCare,8000.0934259408705,128490.54134494682,1
2023-01-01,DMA_106,Brightline_HydraCare,6303.60683717669,102520.58990389404,1
2023-01-01,DMA_107,Brightline_HydraCare,2547.0,34346.436026226766,0
2023-01-01,DMA_108,Brightline_HydraCare,11734.986945437091,185627.2028851585,1
2023-01-01,DMA_109,Brightline_HydraCare,1967.0,29874.03041808116,0
2023-01-01,DMA_110,Brightline_HydraCare,2671.0,41915.96830194744,0
2023-01-01,DMA_111,Brightline_HydraCare,344.0,5017.974028850951,0
2023-01-01,DMA_112,Brightline_HydraCare,5238.0,71623.37680292342,0
2023-01-01,DMA_113,Brightline_HydraCare,4473.246772157099,69059.62352274095,1
2023-01-01,DMA_114,Brightline_HydraCare,2424.0,34649.30333898802,0
2023-01-01,DMA_115,Brightline_HydraCare,1149.0,16038.63899716793,0
2023-01-01,DMA_116,Brightline_HydraCare,2272.0,31833.444044265216,0
2023-01-01,DMA_117,Brightline_HydraCare,1931.2260297211858,29838.765699481817,1
2023-01-01,DMA_118,Brightline_HydraCare,2574.1532009913944,38881.52702373232,1
2023-01-01,DMA_119,Brightline_HydraCare,3011.0,46932.00389389848,0
2023-01-01,DMA_120,Brightline_HydraCare,3862.0,59867.97647464872,0
2023-01-01,DMA_121,Brightline_HydraCare,4337.376041778197,63691.33025801851,1
2023-01-01,DMA_122,Brightline_HydraCare,1771.0,26471.39347549727,0
2023-01-01,DMA_123,Brightline_HydraCare,505.7830203361826,7392.737991527059,1
2023-01-01,DMA_124,Brightline_HydraCare,891.3262549362855,13229.290824471318,1
2023-01-01,DMA_125,Brightline_HydraCare,5780.0,82506.95071085208,0
2023-01-01,DMA_126,Brightline_HydraCare,1335.0,20415.972399241677,0
2023-01-01,DMA_127,Brightline_HydraCare,2455.0,38804.56607906266,0
2023-01-01,DMA_128,Brightline_HydraCare,4921.3122363481725,70805.57777320805,1
2023-01-01,DMA_129,Brightline_HydraCare,1626.0,25952.508332566937,0
2023-01-01,DMA_130,Brightline_HydraCare,4916.878597383357,74171.80752303185,1
2023-01-01,DMA_131,Brightline_HydraCare,2061.2869547022015,31292.00403237172,1
2023-01-01,DMA_132,Brightline_HydraCare,1702.0,23360.678218221004,0
2023-01-01,DMA_133,Brightline_HydraCare,8751.0,119403.4856467427,0
2023-01-01,DMA_134,Brightline_HydraCare,4917.0,74286.46511684077,0
2023-01-01,DMA_135,Brightline_HydraCare,7712.84281649635,120260.95205576354,1
2023-01-01,DMA_136,Brightline_HydraCare,973.0264257105072,14105.443200628772,1
2023-01-01,DMA_137,Brightline_HydraCare,1446.1084279910156,23502.97906874243,1
2023-01-01,DMA_138,Brightline_HydraCare,2789.0,43372.30232414646,0
2023-01-01,DMA_139,Brightline_HydraCare,1970.0,28207.92580060145,0
2023-01-01,DMA_140,Brightline_HydraCare,3660.0,54984.679591061875,0
2023-01-01,DMA_141,Brightline_HydraCare,3607.0,60805.71253900526,0
2023-01-01,DMA_142,Brightline_HydraCare,5235.0,73646.38308400766,0
2023-01-01,DMA_143,Brightline_HydraCare,1680.8786817437835,25879.14848505312,1
2023-01-01,DMA_144,Brightline_HydraCare,3077.0,45410.186258452704,0
2023-01-01,DMA_145,Brightline_HydraCare,7796.034875296314,121073.76423235846,1
2023-01-01,DMA_146,Brightline_HydraCare,1332.0,21246.006372672062,0
2023-01-01,DMA_147,Brightline_HydraCare,1441.0,21197.574266375188,0
2023-01-01,DMA_148,Brightline_HydraCare,5400.0,85531.59470041406,0
2023-01-01,DMA_149,Brightline_HydraCare,6205.0,103411.92529609315,0
2023-01-01,DMA_150,Brightline_HydraCare,2133.5823329245013,32109.786950405174,1
2023-01-08,DMA_001,Brightline_HydraCare,1284.0,20015.8478060569,0
2023-01-08,DMA_002,Brightline_HydraCare,520.0,7569.728099620723,0
2023-01-08,DMA_003,Brightline_HydraCare,2007.7131922151864,30144.69825983898,1
2023-01-08,DMA_004,Brightline_HydraCare,1932.5128260144086,28731.622228194155,1
2023-01-08,DMA_005,Brightline_HydraCare,3202.0,49943.84162546912,0
2023-01-08,DMA_006,Brightline_HydraCare,4760.0,75700.69309065222,0
2023-01-08,DMA_007,Brightline_HydraCare,4948.0,73813.07085492511,0
2023-01-08,DMA_008,Brightline_HydraCare,2377.0,38389.06612823036,0
2023-01-08,DMA_009,Brightline_HydraCare,1985.0,32052.858128624877,0
2023-01-08,DMA_010,Brightline_HydraCare,2087.119817114824,32632.41117891384,1
2023-01-08,DMA_011,Brightline_HydraCare,61.0,891.3917861737309,0
2023-01-08,DMA_012,Brightline_HydraCare,2923.0,42503.71827650195,0
2023-01-08,DMA_013,Brightline_HydraCare,3396.0,48870.86468960447,0
2023-01-08,DMA_014,Brightline_HydraCare,1959.2093457572125,30782.851462972878,1
2023-01-08,DMA_015,Brightline_HydraCare,1031.0,14528.000233558849,0
2023-01-08,DMA_016,Brightline_HydraCare,5205.0,80717.20499223584,0
2023-01-08,DMA_017,Brightline_HydraCare,2355.0,33415.49061440566,0
2023-01-08,DMA_018,Brightline_HydraCare,372.0,5809.769367435911,0
2023-01-08,DMA_019,Brightline_HydraCare,1894.0,28434.46041726876,0
2023-01-08,DMA_020,Brightline_HydraCare,1261.0,20176.288669878933,0
2023-01-08,DMA_021,Brightline_HydraCare,3188.0,50549.21789676616,0
2023-01-08,DMA_022,Brightline_HydraCare,1873.0,30110.908137509967,0
2023-01-08,DMA_023,Brightline_HydraCare,2565.0,41285.250009308686,0
2023-01-08,DMA_024,Brightline_HydraCare,2886.0889093095475,43602.232157399376,1
2023-01-08,DMA_025,Brightline_HydraCare,916.0,12943.909163366296,0
2023-01-08,DMA_026,Brightline_HydraCare,4539.455733368548,64508.4246381454,1
2023-01-08,DMA_027,Brightline_HydraCare,4837.0,64984.43524777411,0
2023-01-08,DMA_028,Brightline_HydraCare,6262.438070109841,88846.77842374456,1
2023-01-08,DMA_029,Brightline_HydraCare,1494.0,22487.116908458058,0
2023-01-08,DMA_030,Brightline_HydraCare,3807.0,55507.04740019896,0
2023-01-08,DMA_031,Brightline_HydraCare,6376.0,94778.5915397121,0
2023-01-08,DMA_032,Brightline_HydraCare,4612.0,70884.30263591699,0
2023-01-08,DMA_033,Brightline_HydraCare,4075.310613367663,60200.28892050112,1
2023-01-08,DMA_034,Brightline_HydraCare,788.0,11156.999178956163,0
2023-01-08,DMA_035,Brightline_HydraCare,3018.0,45149.50559347017,0
2023-01-08,DMA_036,Brightline_HydraCare,2094.0,29998.920690523246,0
2023-01-08,DMA_037,Brightline_HydraCare,1962.0,29031.53766969531,0
2023-01-08,DMA_038,Brightline_HydraCare,2352.0,37648.65856524218,0
2023-01-08,DMA_039,Brightline_HydraCare,4999.0,73970.80798861741,0
2023-01-08,DMA_040,Brightline_HydraCare,10848.0,177128.51065403727,0
2023-01-08,DMA_041,Brightline_HydraCare,641.6152291300982,10313.14802579405,1
2023-01-08,DMA_042,Brightline_HydraCare,5219.0,76017.45419589449,0
2023-01-08,DMA_043,Brightline_HydraCare,3232.0,45786.63599020816,0
2023-01-08,DMA_044,Brightline_HydraCare,5128.0,76717.87669325493,0
2023-01-08,DMA_045,Brightline_HydraCare,2601.0,41264.854134446476,0
2023-01-08,DMA_046,Brightline_HydraCare,5488.604144365294,80311.21428588669,1
2023-01-08,DMA_047,Brightline_HydraCare,3244.8618007398286,50882.897651437364,1
2023-01-08,DMA_048,Brightline_HydraCare,750.0,11929.74749388905,0
2023-01-08,DMA_049,Brightline_HydraCare,4269.545177200017,61564.62454609918,1
2023-01-08,DMA_050,Brightline_HydraCare,901.0,13058.158477088986,0
2023-01-08,DMA_051,Brightline_HydraCare,4311.847161313721,66982.37473985799,1
2023-01-08,DMA_052,Brightline_HydraCare,5478.0,82793.8656577024,0
2023-01-08,DMA_053,Brightline_HydraCare,992.0,14369.570224251502,0
2023-01-08,DMA_054,Brightline_HydraCare,2585.0,38092.21015620815,0
2023-01-08,DMA_055,Brightline_HydraCare,5157.0,77082.24799993853,0
2023-01-08,DMA_056,Brightline_HydraCare,2039.0,28191.946370636862,0
2023-01-08,DMA_057,Brightline_HydraCare,10667.0,166130.3362626382,0
2023-01-08,DMA_058,Brightline_HydraCare,2748.0,40233.41539859633,0
2023-01-08,DMA_059,Brightline_HydraCare,902.0,11646.815974600586,0
2023-01-08,DMA_060,Brightline_HydraCare,3317.0,49695.61499858816,0
2023-01-08,DMA_061,Brightline_HydraCare,1782.0,25738.890012488828,0
2023-01-08,DMA_062,Brightline_HydraCare,3569.4846425006426,58063.43829701364,1
2023-01-08,DMA_063,Brightline_HydraCare,1475.0,21477.351445607284,0
2023-01-08,DMA_064,Brightline_HydraCare,3878.0,54977.504277031614,0
2023-01-08,DMA_065,Brightline_HydraCare,1183.0,18195.6632614238,0
2023-01-08,DMA_066,Brightline_HydraCare,1517.0,22003.57600704937,0
2023-01-08,DMA_067,Brightline_HydraCare,3422.0,49329.52565948614,0
2023-01-08,DMA_068,Brightline_HydraCare,7575.0,116519.60473117116,0
2023-01-08,DMA_069,Brightline_HydraCare,3389.0,48190.39222017169,0
2023-01-08,DMA_070,Brightline_HydraCare,2392.0,33265.65105719018,0
2023-01-08,DMA_071,Brightline_HydraCare,1040.0,16946.278441633585,0
2023-01-08,DMA_072,Brightline_HydraCare,5548.311939969741,85636.1089233164,1
2023-01-08,DMA_073,Brightline_HydraCare,3800.525530850161,56254.78236292085,1
2023-01-08,DMA_074,Brightline_HydraCare,2822.0,42322.64048566585,0
2023-01-08,DMA_075,Brightline_HydraCare,5476.0,84217.58491878305,0
2023-01-08,DMA_076,Brightline_HydraCare,2931.0234290424187,46105.007587522276,1
2023-01-08,DMA_077,Brightline_HydraCare,4025.3197738538734,58097.51489130166,1
2023-01-08,DMA_078,Brightline_HydraCare,3088.0253215307407,47168.382130640515,1
2023-01-08,DMA_079,Brightline_HydraCare,2609.0,38143.506603200614,0
2023-01-08,DMA_080,Brightline_HydraCare,999.0,14843.405802548916,0
2023-01-08,DMA_081,Brightline_HydraCare,313.0,4732.722650637386,0
2023-01-08,DMA_082,Brightline_HydraCare,3843.239578248427,57629.34315651471,1
2023-01-08,DMA_083,Brightline_HydraCare,1134.6594449207842,17645.855120209337,1
2023-01-08,DMA_084,Brightline_HydraCare,1719.0,26412.97634633978,0
2023-01-08,DMA_085,Brightline_HydraCare,3138.0,43520.52376574258,0
2023-01-08,DMA_086,Brightline_HydraCare,717.0,10024.83057040056,0
2023-01-08,DMA_087,Brightline_HydraCare,11800.10788648739,173729.5957216153,1
2023-01-08,DMA_088,Brightline_HydraCare,8084.0,132346.95496618477,0
2023-01-08,DMA_089,Brightline_HydraCare,2124.0,30503.414210824947,0
2023-01-08,DMA_090,Brightline_HydraCare,2992.0,44412.748239628985,0
2023-01-08,DMA_091,Brightline_HydraCare,1369.0,19984.30671682239,0
2023-01-08,DMA_092,Brightline_HydraCare,390.0,5687.942017654236,0
2023-01-08,DMA_093,Brightline_HydraCare,1429.4008975065556,21632.095500030253,1
2023-01-08,DMA_094,Brightline_HydraCare,7116.0,114215.94832305619,0
2023-01-08,DMA_095,Brightline_HydraCare,2519.0,38646.4382994744,0
2023-01-08,DMA_096,Brightline_HydraCare,491.0,7069.099723454473,0
2023-01-08,DMA_097,Brightline_HydraCare,3436.0,58635.07244933987,0
2023-01-08,DMA_098,Brightline_HydraCare,6810.0,102551.31272605895,0
2023-01-08,DMA_099,Brightline_HydraCare,1463.0,21311.644305609727,0
2023-01-08,DMA_100,Brightline_HydraCare,609.0,9779.975019133988,0
2023-01-08,DMA_101,Brightline_HydraCare,1860.74156262578,27256.509043425736,1
2023-01-08,DMA_102,Brightline_HydraCare,5740.0,93258.84328472095,0
2023-01-08,DMA_103,Brightline_HydraCare,778.0,11161.979931470949,0
2023-01-08,DMA_104,Brightline_HydraCare,2220.0,35681.000597554084,0
2023-01-08,DMA_105,Brightline_HydraCare,7203.544563824093,109139.36031419084,1
2023-01-08,DMA_106,Brightline_HydraCare,6749.093627016498,107771.47870215554,1
2023-01-08,DMA_107,Brightline_HydraCare,2023.0,33230.45402152742,0
2023-01-08,DMA_108,Brightline_HydraCare,11984.0,169580.12567279497,0
2023-01-08,DMA_109,Brightline_HydraCare,1933.0,30844.550197144377,0
2023-01-08,DMA_110,Brightline_HydraCare,2374.0,33101.446598170565,0
2023-01-08,DMA_111,Brightline_HydraCare,323.0,4591.319589941117,0
2023-01-08,DMA_112,Brightline_HydraCare,5571.0,80208.15442462225,0
2023-01-08,DMA_113,Brightline_HydraCare,3747.0,57620.34485681883,0
2023-01-08,DMA_114,Brightline_HydraCare,2137.0,32107.916196757345,0
2023-01-08,DMA_115,Brightline_HydraCare,1917.383992097526,28520.411842256126,1
2023-01-08,DMA_116,Brightline_HydraCare,3205.0,48426.51305195,0
2023-01-08,DMA_117,Brightline_HydraCare,1883.11425369967,29081.813195742117,1
2023-01-08,DMA_118,Brightline_HydraCare,1995.0,30924.86625544725,0
2023-01-08,DMA_119,Brightline_HydraCare,2744.0,43411.79534769594,0
2023-01-08,DMA_120,Brightline_HydraCare,2997.0,49045.983250398014,0
2023-01-08,DMA_121,Brightline_HydraCare,3283.0,49192.40049845597,0
2023-01-08,DMA_122,Brightline_HydraCare,1226.0,17910.858699320623,0
2023-01-08,DMA_123,Brightline_HydraCare,395.0,6106.7600782711115,0
2023-01-08,DMA_124,Brightline_HydraCare,572.0,8089.114683822478,0
2023-01-08,DMA_125,Brightline_HydraCare,8629.907002118143,125055.73987521476,1
2023-01-08,DMA_126,Brightline_HydraCare,1528.0,24065.290564566138,0
2023-01-08,DMA_127,Brightline_HydraCare,2141.0,31915.680862136473,0
2023-01-08,DMA_128,Brightline_HydraCare,4570.24789214695,64412.41410511525,1
2023-01-08,DMA_129,Brightline_HydraCare,1480.0,20546.318597444657,0
2023-01-08,DMA_130,Brightline_HydraCare,4466.0,67153.17651762956,0
2023-01-08,DMA_131,Brightline_HydraCare,1814.0,28763.550238544976,0
2023-01-08,DMA_132,Brightline_HydraCare,1127.0,17858.903318458237,0
2023-01-08,DMA_133,Brightline_HydraCare,6294.0,94933.41141390565,0
2023-01-08,DMA_134,Brightline_HydraCare,4448.0,73421.72182210468,0
2023-01-08,DMA_135,Brightline_HydraCare,6048.0,90244.53482009406,0
2023-01-08,DMA_136,Brightline_HydraCare,715.0,10650.693111953138,0
2023-01-08,DMA_137,Brightline_HydraCare,1008.0,13179.018452237317,0
2023-01-08,DMA_138,Brightline_HydraCare,2155.0,31601.949633418186,0
2023-01-08,DMA_139,Brightline_HydraCare,1685.0,26351.73400036561,0
2023-01-08,DMA_140,Brightline_HydraCare,2663.0,43068.621780043046,0
2023-01-08,DMA_141,Brightline_HydraCare,3453.0,49644.89985746015,0
2023-01-08,DMA_142,Brightline_HydraCare,5355.0,82181.5209175232,0
2023-01-08,DMA_143,Brightline_HydraCare,1697.0,26787.415288389464,0
2023-01-08,DMA_144,Brightline_HydraCare,3866.5688430420923,58031.035467582864,1
2023-01-08,DMA_145,Brightline_HydraCare,5551.0,73759.13263519976,0
2023-01-08,DMA_146,Brightline_HydraCare,1458.0,22140.411614534445,0
2023-01-08,DMA_147,Brightline_HydraCare,1350.3237464845693,21025.98958699603,1
2023-01-08,DMA_148,Brightline_HydraCare,8534.777646744415,121957.13189135316,1
2023-01-08,DMA_149,Brightline_HydraCare,6250.0,92558.6506365263,0
2023-01-08,DMA_150,Brightline_HydraCare,2105.2515779209725,29754.31626933482,1
2023-01-15,DMA_001,Brightline_HydraCare,1463.0,19124.90560232021,0
2023-01-15,DMA_002,Brightline_HydraCare,543.0,8563.247546700522,0
2023-01-15,DMA_003,Brightline_HydraCare,1901.0,28509.65552793201,0
2023-01-15,DMA_004,Brightline_HydraCare,1503.0,24345.97914003569,0
2023-01-15,DMA_005,Brightline_HydraCare,3084.0,48242.98622987899,0
2023-01-15,DMA_006,Brightline_HydraCare,5002.0,73701.18207911207,0
2023-01-15,DMA_007,Brightline_HydraCare,6409.53885961039,95743.22063917542,1
2023-01-15,DMA_008,Brightline_HydraCare,2393.0,36911.14687208476,0
2023-01-15,DMA_009,Brightline_HydraCare,1889.0,29704.832080688702,0
2023-01-15,DMA_010,Brightline_HydraCare,1646.0,25088.336893651016,0
2023-01-15,DMA_011,Brightline_HydraCare,103.43465751498816,1637.2873489752747,1
2023-01-15,DMA_012,Brightline_HydraCare,2466.403704980125,36447.27692123761,1
2023-01-15,DMA_013,Brightline_HydraCare,3610.0,51450.233847077754,0
2023-01-15,DMA_014,Brightline_HydraCare,2821.1913112873076,42180.74019203136,1
2023-01-15,DMA_015,Brightline_HydraCare,881.7700065022912,13362.24450936333,1
2023-01-15,DMA_016,Brightline_HydraCare,6690.460859864628,94327.79375028553,1
2023-01-15,DMA_017,Brightline_HydraCare,2157.0,30192.5178483718,0
2023-01-15,DMA_018,Brightline_HydraCare,349.0,5352.10336310192,0
2023-01-15,DMA_019,Brightline_HydraCare,2246.0,33005.491883866525,0
2023-01-15,DMA_020,Brightline_HydraCare,1702.0460289350885,25318.988792838572,1
2023-01-15,DMA_021,Brightline_HydraCare,4870.404632992825,71742.18287578024,1
2023-01-15,DMA_022,Brightline_HydraCare,2070.0,33410.732899987386,0
2023-01-15,DMA_023,Brightline_HydraCare,3398.0,54185.59831726665,0
2023-01-15,DMA_024,Brightline_HydraCare,2475.0,34828.162212864794,0
2023-01-15,DMA_025,Brightline_HydraCare,1013.0,14790.21035636213,0
2023-01-15,DMA_026,Brightline_HydraCare,3706.0,57952.58686282148,0
2023-01-15,DMA_027,Brightline_HydraCare,6139.0,94856.46491968259,0
2023-01-15,DMA_028,Brightline_HydraCare,4912.0,73527.26886677707,0
2023-01-15,DMA_029,Brightline_HydraCare,1966.8700880876636,27824.917459805045,1
2023-01-15,DMA_030,Brightline_HydraCare,4225.0,61212.20122875095,0
2023-01-15,DMA_031,Brightline_HydraCare,8164.1531494223245,119298.07006825811,1
2023-01-15,DMA_032,Brightline_HydraCare,4577.0,69605.8522901491,0
2023-01-15,DMA_033,Brightline_HydraCare,3841.0,62523.01200089407,0
2023-01-15,DMA_034,Brightline_HydraCare,702.0,10168.357556384051,0
2023-01-15,DMA_035,Brightline_HydraCare,5044.076266749888,71779.59397046665,1
2023-01-15,DMA_036,Brightline_HydraCare,1755.0,26182.07304987522,0
2023-01-15,DMA_037,Brightline_HydraCare,1841.0,29039.573597344788,0
2023-01-15,DMA_038,Brightline_HydraCare,3670.0,51067.45463399116,0
2023-01-15,DMA_039,Brightline_HydraCare,5453.0,87740.00026854081,0
2023-01-15,DMA_040,Brightline_HydraCare,10803.0,160651.15889629832,0
2023-01-15,DMA_041,Brightline_HydraCare,483.0,6978.99257916198,0
2023-01-15,DMA_042,Brightline_HydraCare,5688.0,78493.59250267263,0
2023-01-15,DMA_043,Brightline_HydraCare,3492.0,54230.377905588626,0
2023-01-15,DMA_044,Brightline_HydraCare,4874.0,72484.28369579457,0
2023-01-15,DMA_045,Brightline_HydraCare,3792.8514424676373,57378.36703939148,1
2023-01-15,DMA_046,Brightline_HydraCare,3797.0,54389.71336453489,0
2023-01-15,DMA_047,Brightline_HydraCare,2571.4382631442923,37956.17213309637,1
2023-01-15,DMA_048,Brightline_HydraCare,601.0,8795.673503205602,0
2023-01-15,DMA_049,Brightline_HydraCare,4138.0,61757.809297458734,0
2023-01-15,DMA_050,Brightline_HydraCare,830.0,12033.203676831059,0
